timestamp,prediction_float,prediction_binary,accel_timestamps,gyro_timestamps,window_data
1776670911474,0.03729874,0,323780485324142;323780505347296;323780525363258;323780545378065;323780565388027;323780585393642;323780605398296;323780625412296;323780645432526;323780665461911;323780685469372;323780705492334;323780725512065;323780745531065;323780765542834;323780785556218;323780805562257;323780825576526;323780845588564;323780865606603;323780885613410;323780905625256;323780925633256;323780945644256;323780965658448;323780985672141;323781005686833;323781025714525;323781045757410;323781065776371;323781085800140;323781105817025;323781125833063;323781145847601;323781165854871;323781185865409;323781205876332;323781225884601;323781245919524;323781265953947;323781285983716;323781306008255;323781326014293;323781346029062;323781366041216;323781386051370;323781406058524;323781426069600;323781446083023;323781466100716;323781486112062;323781506127023;323781526139600;323781546164023;323781566185600;323781586208600;323781606246946;323781626286253;323781646331330;323781666352561;323781686365984;323781706387369;323781726401599;323781746413984;323781766424599;323781786447176;323781806465714;323781826492407;323781846512637;323781866530522;323781886538099;323781906550945;323781926566983;323781946579791;323781966597137;323781986607175;323782006616790;323782026625367;323782046639444;323782066656559;323782086675944;323782106687752;323782126699290;323782146707482;323782166716251;323782186729751;323782206746828;323782226767328;323782246776751;323782266780328;323782286856405;323782306863751;323782326874251;323782346886751;323782366898943;323782386920404;323782406912789;323782426926635;323782446941404;323782466965981,323780485326566;323780505349489;323780525365719;323780545380258;323780565390450;323780585395834;323780605400719;323780625414488;323780645434950;323780665464065;323780685471796;323780705494488;323780725514526;323780745533257;323780765545257;323780785558411;323780805564680;323780825578718;323780845591026;323780865608795;323780885615833;323780905627449;323780925635679;323780945646448;323780965660871;323780985674333;323781005689256;323781025716717;323781045759833;323781065778563;323781085802563;323781105819217;323781125835486;323781145849794;323781165857294;323781185867563;323781205878755;323781225886793;323781245921947;323781265956101;323781285986139;323781306010447;323781326016716;323781346031255;323781366043639;323781386053562;323781406060947;323781426071793;323781446085485;323781466102908;323781486114523;323781506129215;323781526142023;323781546166215;323781566188023;323781586210792;323781606249369;323781626288446;323781646333753;323781666354753;323781686368407;323781706389561;323781726404022;323781746416176;323781766427022;323781786449368;323781806468137;323781826494599;323781846515060;323781866532714;323781886540522;323781906553137;323781926569406;323781946581983;323781966599560;323781986609367;323782006619214;323782026627560;323782046641867;323782066658752;323782086678367;323782106689944;323782126701752;323782146709675;323782166718674;323782186731944;323782206749251;323782226769520;323782246779174;323782266782482;323782286858828;323782306865943;323782326876674;323782346888943;323782366901366;323782386922597;323782406915250;323782426928827;323782446943827;323782466968173,8.020576|-4.201824|3.478775|0.21746802|0.013439035|-0.14294247;8.121132|-4.2185836|3.4931402|0.2883284|-0.02565634|-0.15027285;8.336611|-4.429273|3.6391866|0.19425514|-0.0012217305|-0.112399206;8.274361|-4.5801077|3.6511576|0.11728613|0.029321533|-0.081855945;8.355764|-4.3957543|3.2944214|0.15515977|0.010995574|-0.056199603;8.396465|-4.1252093|3.2872388|0.111177474|0.013439035|-0.057421334;8.403648|-4.237737|3.3997664|0.039095376|0.030543262|-0.062308256;8.377312|-4.074931|3.289633|0.019547688|0.05497787|-0.06719518;8.257602|-4.173094|3.205836|0.018325957|0.02565634|-0.07941248;8.283937|-4.3239284|3.3303347|0.07696902|0.02321288|-0.065973446;8.343793|-3.952827|3.1603463|0.032986723|0.03176499|-0.04520403;8.300697|-3.8977604|3.1507695|-0.02687807|0.018325957|-0.06352998;8.341399|-4.039018|3.2585084|0.002443461|-0.014660766|-0.07941248;8.312668|-3.928885|3.3446999|0.04886922|-0.02687807|-0.07941248;8.408437|-4.036624|3.4452562|0.037873644|-0.017104227|-0.080634214;8.449138|-4.0294414|3.4093432|0.042760566|-0.009773844|-0.096516706;8.367735|-3.9097314|3.3255463|0.021991149|-0.010995574|-0.096516706;8.415619|-3.8594532|3.6104562|-0.014660766|0.0061086523|-0.089186326;8.494628|-3.8426938|3.6152446|-0.039095376|0.02443461|-0.09162979;8.334216|-3.9576154|3.4883518|-0.089186326|0.036651913|-0.089186326;8.403648|-3.9025488|3.5482068|-0.09896017|0.036651913|-0.081855945;8.406042|-3.9815574|3.5769374|-0.11484267|0.059864793|-0.07086037;8.3390045|-4.0078936|3.5458126|-0.06352998|0.06841691|-0.061086524;8.274361|-3.9624038|3.6032736|-0.004886922|0.056199603|-0.064751714;8.149862|-4.0078936|3.3806129|0.009773844|0.030543262|-0.06352998;8.341399|-3.857059|3.4356794|0.0061086523|0.0061086523|-0.0720821;8.413225|-3.9504328|3.715801|-0.010995574|0.019547688|-0.07696902;8.408437|-3.9671922|3.526659|-0.0036651916|0.02443461|-0.07696902;8.331821|-3.9624038|3.4979286|-0.04520403|0.008552114|-0.0720821;8.3629465|-3.9863458|3.6415808|-0.06719518|0.03176499|-0.064751714;8.403648|-4.015076|3.5793316|-0.017104227|0.035430185|-0.05375614;8.336611|-3.799598|3.5553896|0.007330383|0.018325957|-0.04886922;8.276755|-3.8522706|3.5769374|-0.05497787|0.009773844|-0.042760566;8.264784|-3.7660792|3.5865142|-0.07086037|0.007330383|-0.04520403;8.317456|-3.9911342|3.7325604|-0.062308256|0.02565634|-0.04153884;8.317456|-3.8139634|3.5673606|0.02321288|0.013439035|-0.061086524;8.3150625|-3.9193082|3.5553896|-0.009773844|0.009773844|-0.05009095;8.372523|-3.833117|3.3494883|-0.02687807|-0.0061086523|-0.035430185;8.597578|-4.1515455|3.892972|0.032986723|-0.021991149|-0.04153884;8.614338|-3.6822822|3.4955344|0.0720821|0.02565634|-0.015882496;8.62152|-3.608062|3.5338416|-0.012217305|0.032986723|-0.004886922;8.516175|-3.6343982|3.4476504|-0.07696902|0.047647487|-0.0061086523;8.4347725|-3.6511576|3.4572272|-0.07452556|0.029321533|-0.014660766;8.305486|-3.833117|3.4572272|-0.058643065|0.013439035|-0.02565634;8.307879|-3.6487634|3.596091|-0.04520403|0.008552114|-0.04642576;8.286332|-4.0581717|3.550601|-0.07941248|-0.002443461|-0.05497787;8.367735|-4.012682|3.58412|-0.07696902|-0.009773844|-0.05009095;8.449138|-3.9695864|3.5122938|-0.12950343|0.0061086523|-0.043982297;8.415619|-4.177882|3.6583402|-0.12217305|0.035430185|-0.02443461;8.286332|-4.1659107|3.5290532|-0.073303826|0.036651913|-0.010995574;8.355764|-3.9911342|3.5553896|-0.062308256|0.034208454|-0.013439035;8.264784|-4.1635165|3.5434184|-0.040317107|0.02076942|0.007330383;8.236053|-4.0557775|3.4979286|0.014660766|0.021991149|0.029321533;8.425196|-3.9480386|3.5936968|0.073303826|-0.017104227|0.02321288;8.437167|-3.86903|3.6296098|0.062308256|-0.02443461|0.021991149;8.449138|-3.7684734|3.6942532|0.0|-0.009773844|0.015882496;8.494628|-3.7660792|3.5865142|-0.05009095|0.018325957|0.0036651916;8.408437|-3.8019924|3.6535518|-0.057421334|0.039095376|0.0;8.3629465|-3.7612908|3.5817258|-0.06841691|0.047647487|0.007330383;8.367735|-3.8594532|3.6128504|-0.089186326|0.058643065|0.012217305;8.243237|-4.0054994|3.5194764|-0.010995574|0.04153884|0.0;8.420407|-3.8905778|3.53863|0.036651913|0.012217305|-0.009773844;8.37013|-3.9240966|3.4356794|0.008552114|0.017104227|-0.015882496;8.396465|-3.9815574|3.514688|-0.014660766|0.02443461|-0.009773844;8.248025|-4.0414124|3.4955344|0.017104227|0.013439035|0.002443461;8.274361|-4.003105|3.5362358|0.040317107|-0.0036651916|0.004886922;8.312668|-3.9504328|3.5745432|0.04520403|-0.013439035|0.008552114;8.470686|-3.904943|3.5889084|0.002443461|-0.0036651916|0.004886922;8.3868885|-3.8187518|3.5051112|-0.058643065|0.010995574|-0.002443461;8.310274|-3.9863458|3.5577838|-0.07819075|0.030543262|0.0012217305;8.281544|-4.024653|3.4620156|-0.017104227|0.02443461|0.008552114;8.420407|-3.8067808|3.5793316|0.0061086523|-0.004886922|0.014660766;8.257602|-3.9504328|3.3854012|-0.081855945|0.002443461|-0.015882496;8.585608|-4.197036|3.4284968|-0.12583824|0.036651913|-0.0012217305;8.65025|-4.1252093|3.9025488|-0.27122417|0.12339478|0.035430185;8.676587|-4.3023806|4.3837833|-0.43982297|0.22724187|0.07941248;8.571242|-4.158728|4.4819455|-0.46914452|0.32742378|0.10751228;8.317456|-4.2904096|4.2161894|-0.5571091|0.39461896|0.13194689;8.197746|-4.3287168|4.429273|-0.53878313|0.40194935|0.14172074;8.628703|-3.6343982|4.7979803|-0.5522222|0.5131268|0.15149458;8.180987|-3.691859|4.201824|-0.73548174|0.6780604|0.09285152;7.943961|-3.9193082|4.1180267|-0.86254174|0.7244862|0.04642576;7.690176|-3.9600096|3.964798|-0.8454375|0.68416905|0.008552114;7.5944076|-4.084508|4.2161894|-0.64996064|0.6010914|-0.040317107;7.651869|-3.8498764|4.2161894|-0.26511553|0.4801401|-0.14538592;7.565677|-3.8043866|3.9791632|-0.09773844|0.38973203|-0.2321288;7.5584946|-3.98874|3.739743|-0.04642576|0.29565877|-0.2724459;7.6829934|-4.1036615|3.7828386|-0.008552114|0.21746802|-0.30543262;7.929596|-4.3766007|3.7469256|0.039095376|0.14538592|-0.31764993;8.355764|-4.5058875|4.0653543|0.16493362|0.119729586|-0.32620203;8.310274|-4.498705|3.7804444|0.29932398|0.096516706|-0.34330627;8.11395|-4.525041|3.4644098|0.3200934|0.080634214|-0.32742378;8.267179|-4.781221|3.667917|0.27122417|0.05009095|-0.24801129;8.176199|-4.697424|3.7541082|0.12950343|0.07941248|-0.12705997;8.171411|-4.831499|3.7565024|0.03176499|0.09285152|-0.029321533;8.080431|-4.7261543|3.7948096|0.1001819|0.09407325|0.05497787;7.9870567|-4.546589|3.7086184|0.28955013|0.062308256|0.087964594;7.8625584|-4.4580035|3.763685|0.3371976|0.05131268|0.0842994;7.747637|-4.295198|3.821146|0.27977628|0.043982297|0.10140363;7.7787614|-4.197036|3.8714242|0.10262536|0.028099801|0.11484267
1776670912482,0.014663683,0,323781486112062;323781506127023;323781526139600;323781546164023;323781566185600;323781586208600;323781606246946;323781626286253;323781646331330;323781666352561;323781686365984;323781706387369;323781726401599;323781746413984;323781766424599;323781786447176;323781806465714;323781826492407;323781846512637;323781866530522;323781886538099;323781906550945;323781926566983;323781946579791;323781966597137;323781986607175;323782006616790;323782026625367;323782046639444;323782066656559;323782086675944;323782106687752;323782126699290;323782146707482;323782166716251;323782186729751;323782206746828;323782226767328;323782246776751;323782266780328;323782286856405;323782306863751;323782326874251;323782346886751;323782366898943;323782386920404;323782406912789;323782426926635;323782446941404;323782466965981;323782486989942;323782507011596;323782527028327;323782547044019;323782567059019;323782587076634;323782607094865;323782627109942;323782647125173;323782667146134;323782687156326;323782707166672;323782727184018;323782747186480;323782767202095;323782787211403;323782807223710;323782827237249;323782847250249;323782867256018;323782887262595;323782907282364;323782927302402;323782947325056;323782967339864;323782987408748;323783007381787;323783027452594;323783047419363;323783067458094;323783087448017;323783107480056;323783127527825;323783147573209;323783167557055;323783187609901;323783207600632;323783227642632;323783247627555;323783267660055;323783287645709;323783307687939;323783327667670;323783347743939;323783367762631;323783387827978;323783407849862;323783427861439;323783447875208;323783467886131,323781486114523;323781506129215;323781526142023;323781546166215;323781566188023;323781586210792;323781606249369;323781626288446;323781646333753;323781666354753;323781686368407;323781706389561;323781726404022;323781746416176;323781766427022;323781786449368;323781806468137;323781826494599;323781846515060;323781866532714;323781886540522;323781906553137;323781926569406;323781946581983;323781966599560;323781986609367;323782006619214;323782026627560;323782046641867;323782066658752;323782086678367;323782106689944;323782126701752;323782146709675;323782166718674;323782186731944;323782206749251;323782226769520;323782246779174;323782266782482;323782286858828;323782306865943;323782326876674;323782346888943;323782366901366;323782386922597;323782406915250;323782426928827;323782446943827;323782466968173;323782486992366;323782507013789;323782527030750;323782547046211;323782567061442;323782587078827;323782607097288;323782627112134;323782647127596;323782667148326;323782687158749;323782707168865;323782727186480;323782747188672;323782767204557;323782787213595;323782807226134;323782827239441;323782847252672;323782867258210;323782887265018;323782907284556;323782927304825;323782947327248;323782967342287;323782987410941;323783007384210;323783027454787;323783047421787;323783067460286;323783087450440;323783107482248;323783127530248;323783147575363;323783167559517;323783187612094;323783207603055;323783227644824;323783247629978;323783267662247;323783287648132;323783307690132;323783327670093;323783347746132;323783367765055;323783387830170;323783407852285;323783427863631;323783447877631;323783467888323,8.355764|-3.9911342|3.5553896|-0.062308256|0.034208454|-0.013439035;8.264784|-4.1635165|3.5434184|-0.040317107|0.02076942|0.007330383;8.236053|-4.0557775|3.4979286|0.014660766|0.021991149|0.029321533;8.425196|-3.9480386|3.5936968|0.073303826|-0.017104227|0.02321288;8.437167|-3.86903|3.6296098|0.062308256|-0.02443461|0.021991149;8.449138|-3.7684734|3.6942532|0.0|-0.009773844|0.015882496;8.494628|-3.7660792|3.5865142|-0.05009095|0.018325957|0.0036651916;8.408437|-3.8019924|3.6535518|-0.057421334|0.039095376|0.0;8.3629465|-3.7612908|3.5817258|-0.06841691|0.047647487|0.007330383;8.367735|-3.8594532|3.6128504|-0.089186326|0.058643065|0.012217305;8.243237|-4.0054994|3.5194764|-0.010995574|0.04153884|0.0;8.420407|-3.8905778|3.53863|0.036651913|0.012217305|-0.009773844;8.37013|-3.9240966|3.4356794|0.008552114|0.017104227|-0.015882496;8.396465|-3.9815574|3.514688|-0.014660766|0.02443461|-0.009773844;8.248025|-4.0414124|3.4955344|0.017104227|0.013439035|0.002443461;8.274361|-4.003105|3.5362358|0.040317107|-0.0036651916|0.004886922;8.312668|-3.9504328|3.5745432|0.04520403|-0.013439035|0.008552114;8.470686|-3.904943|3.5889084|0.002443461|-0.0036651916|0.004886922;8.3868885|-3.8187518|3.5051112|-0.058643065|0.010995574|-0.002443461;8.310274|-3.9863458|3.5577838|-0.07819075|0.030543262|0.0012217305;8.281544|-4.024653|3.4620156|-0.017104227|0.02443461|0.008552114;8.420407|-3.8067808|3.5793316|0.0061086523|-0.004886922|0.014660766;8.257602|-3.9504328|3.3854012|-0.081855945|0.002443461|-0.015882496;8.585608|-4.197036|3.4284968|-0.12583824|0.036651913|-0.0012217305;8.65025|-4.1252093|3.9025488|-0.27122417|0.12339478|0.035430185;8.676587|-4.3023806|4.3837833|-0.43982297|0.22724187|0.07941248;8.571242|-4.158728|4.4819455|-0.46914452|0.32742378|0.10751228;8.317456|-4.2904096|4.2161894|-0.5571091|0.39461896|0.13194689;8.197746|-4.3287168|4.429273|-0.53878313|0.40194935|0.14172074;8.628703|-3.6343982|4.7979803|-0.5522222|0.5131268|0.15149458;8.180987|-3.691859|4.201824|-0.73548174|0.6780604|0.09285152;7.943961|-3.9193082|4.1180267|-0.86254174|0.7244862|0.04642576;7.690176|-3.9600096|3.964798|-0.8454375|0.68416905|0.008552114;7.5944076|-4.084508|4.2161894|-0.64996064|0.6010914|-0.040317107;7.651869|-3.8498764|4.2161894|-0.26511553|0.4801401|-0.14538592;7.565677|-3.8043866|3.9791632|-0.09773844|0.38973203|-0.2321288;7.5584946|-3.98874|3.739743|-0.04642576|0.29565877|-0.2724459;7.6829934|-4.1036615|3.7828386|-0.008552114|0.21746802|-0.30543262;7.929596|-4.3766007|3.7469256|0.039095376|0.14538592|-0.31764993;8.355764|-4.5058875|4.0653543|0.16493362|0.119729586|-0.32620203;8.310274|-4.498705|3.7804444|0.29932398|0.096516706|-0.34330627;8.11395|-4.525041|3.4644098|0.3200934|0.080634214|-0.32742378;8.267179|-4.781221|3.667917|0.27122417|0.05009095|-0.24801129;8.176199|-4.697424|3.7541082|0.12950343|0.07941248|-0.12705997;8.171411|-4.831499|3.7565024|0.03176499|0.09285152|-0.029321533;8.080431|-4.7261543|3.7948096|0.1001819|0.09407325|0.05497787;7.9870567|-4.546589|3.7086184|0.28955013|0.062308256|0.087964594;7.8625584|-4.4580035|3.763685|0.3371976|0.05131268|0.0842994;7.747637|-4.295198|3.821146|0.27977628|0.043982297|0.10140363;7.7787614|-4.197036|3.8714242|0.10262536|0.028099801|0.11484267;7.747637|-4.1683054|3.8977604|-0.009773844|0.04520403|0.10262536;7.620744|-3.9863458|3.7205894|0.002443461|0.029321533|0.08307768;7.7213006|-3.928885|4.0318356|0.03176499|-0.010995574|0.04886922;7.750031|-3.8857894|4.0557775|0.035430185|-0.034208454|0.018325957;7.819463|-3.98874|4.0677485|-0.008552114|-0.06352998|0.017104227;7.9032598|-3.9671922|4.120421|-0.043982297|-0.07574729|0.02321288;7.85777|-3.9815574|3.9935284|0.004886922|-0.095294975|0.02443461;7.965509|-3.9193082|4.0438066|0.0720821|-0.13316862|0.017104227;8.039729|-3.8307228|4.225766|0.065973446|-0.14294247|-0.002443461;8.025364|-4.0222588|4.285621|0.009773844|-0.13072516|-0.002443461;8.080431|-3.9863458|4.2521024|-0.009773844|-0.119729586|0.008552114;8.056489|-4.0821137|4.1299977|-0.04642576|-0.10873401|0.012217305;8.106767|-3.9624038|4.1132383|-0.032986723|-0.10629055|0.014660766;8.046912|-3.9552212|4.2904096|-0.034208454|-0.1001819|0.021991149;8.034941|-4.027047|4.1539397|-0.019547688|-0.09162979|0.02443461;8.034941|-3.976769|4.177882|0.008552114|-0.09285152|0.02687807;8.056489|-4.036624|4.1802764|0.017104227|-0.095294975|0.030543262;7.967903|-4.0557775|4.0677485|0.035430185|-0.10873401|0.021991149;8.070854|-3.9863458|4.1659107|0.03176499|-0.11728613|0.017104227;8.11395|-3.9552212|4.0916905|-0.013439035|-0.10262536|-0.0012217305;8.087613|-4.036624|4.2401314|-0.05375614|-0.073303826|-0.009773844;8.051701|-4.0797195|4.2305546|-0.032986723|-0.058643065|-0.010995574;7.9487495|-4.0701427|4.0773253|0.015882496|-0.06963864|-0.009773844;8.133103|-4.1299977|4.1539397|0.030543262|-0.06719518|0.0;8.1402855|-4.098873|4.0797195|0.019547688|-0.059864793|0.014660766;8.078036|-3.9959226|4.122815|-0.02565634|-0.062308256|0.010995574;8.020576|-4.036624|4.1276035|-0.06352998|-0.05375614|0.0061086523;8.051701|-4.098873|4.10845|-0.061086524|-0.05375614|0.002443461;8.018182|-3.881001|4.003105|-0.014660766|-0.06352998|-0.0061086523;8.008605|-3.9983168|4.10845|-0.02076942|-0.061086524|-0.015882496;8.049306|-4.0653543|4.1132383|-0.021991149|-0.052534413|-0.010995574;8.14268|-4.012682|4.0653543|-0.037873644|-0.04642576|-0.008552114;8.106767|-4.086902|4.0054994|-0.05131268|-0.042760566|-0.012217305;8.118738|-4.1826706|3.976769|-0.007330383|-0.043982297|-0.015882496;8.073248|-4.1252093|3.9791632|0.04886922|-0.052534413|-0.015882496;8.058883|-3.9983168|4.0438066|0.034208454|-0.04642576|-0.015882496;8.085219|-4.232949|4.0892963|-0.008552114|-0.034208454|-0.008552114;8.066066|-4.1635165|4.0797195|0.013439035|-0.029321533|0.0;8.001422|-4.1419687|4.050989|0.04642576|-0.040317107|0.010995574;8.1402855|-4.261679|4.232949|0.05497787|-0.029321533|0.007330383;8.034941|-4.2880154|4.4963107|0.012217305|0.019547688|0.018325957;7.7907324|-4.3358994|4.709395|-0.061086524|0.095294975|0.04642576;7.7787614|-4.0198646|4.5777135|-0.23335053|0.1441642|0.080634214;8.185776|-4.3622355|5.0900726|-0.5155703|0.23823744|0.12339478;8.334216|-6.203377|5.8681884|-1.047023|0.56321776|0.3213151;8.204929|-6.9647326|6.172252|-2.2088888|0.96761054|0.7318166;7.8505874|-8.094796|6.5122285|-3.5845573|1.3170254|1.2327261;7.1754227|-8.779537|6.5241995|-4.353026|1.505172|1.5528195;6.6870055|-10.187328|5.779603|-4.9541173|1.65911|1.9828686;6.327875|-10.924743|4.642357|-5.163033|1.6175711|2.4544566
