timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,synthetic_time_ms,event,prediction_float,prediction_binary
323782727184018,8.106767,-3.9624038,4.1132383,-0.032986723,-0.10629055,0.014660766,1160,,0.0062471093,0.0
323782747186480,8.046912,-3.9552212,4.2904096,-0.034208454,-0.1001819,0.021991149,1180,,0.0062471093,0.0
323782767202095,8.034941,-4.027047,4.1539397,-0.019547688,-0.09162979,0.02443461,1200,,0.0062471093,0.0
323782787211403,8.034941,-3.976769,4.177882,0.008552114,-0.09285152,0.02687807,1220,,0.0062471093,0.0
323782807223710,8.056489,-4.036624,4.1802764,0.017104227,-0.095294975,0.030543262,1240,,0.0062471093,0.0
323782827237249,7.967903,-4.0557775,4.0677485,0.035430185,-0.10873401,0.021991149,1260,,0.0062471093,0.0
323782847250249,8.070854,-3.9863458,4.1659107,0.03176499,-0.11728613,0.017104227,1280,,0.0062471093,0.0
323782867256018,8.11395,-3.9552212,4.0916905,-0.013439035,-0.10262536,-0.0012217305,1300,,0.0062471093,0.0
323782887262595,8.087613,-4.036624,4.2401314,-0.05375614,-0.073303826,-0.009773844,1320,,0.0062471093,0.0
323782907282364,8.051701,-4.0797195,4.2305546,-0.032986723,-0.058643065,-0.010995574,1340,,0.0062471093,0.0
323782927302402,7.9487495,-4.0701427,4.0773253,0.015882496,-0.06963864,-0.009773844,1360,,0.0062471093,0.0
323782947325056,8.133103,-4.1299977,4.1539397,0.030543262,-0.06719518,0.0,1380,,0.0062471093,0.0
323782967339864,8.1402855,-4.098873,4.0797195,0.019547688,-0.059864793,0.014660766,1400,,0.0062471093,0.0
323782987408748,8.078036,-3.9959226,4.122815,-0.02565634,-0.062308256,0.010995574,1420,,0.0062471093,0.0
323783007381787,8.020576,-4.036624,4.1276035,-0.06352998,-0.05375614,0.0061086523,1440,,0.0062471093,0.0
323783027452594,8.051701,-4.098873,4.10845,-0.061086524,-0.05375614,0.002443461,1460,,0.0062471093,0.0
323783047419363,8.018182,-3.881001,4.003105,-0.014660766,-0.06352998,-0.0061086523,1480,,0.0062471093,0.0
323783067458094,8.008605,-3.9983168,4.10845,-0.02076942,-0.061086524,-0.015882496,1500,,0.0062471093,0.0
323783087448017,8.049306,-4.0653543,4.1132383,-0.021991149,-0.052534413,-0.010995574,1520,,0.0062471093,0.0
323783107480056,8.14268,-4.012682,4.0653543,-0.037873644,-0.04642576,-0.008552114,1540,,0.0062471093,0.0
323783127527825,8.106767,-4.086902,4.0054994,-0.05131268,-0.042760566,-0.012217305,1560,,0.0062471093,0.0
323783147573209,8.118738,-4.1826706,3.976769,-0.007330383,-0.043982297,-0.015882496,1580,,0.0062471093,0.0
323783167557055,8.073248,-4.1252093,3.9791632,0.04886922,-0.052534413,-0.015882496,1600,,0.0062471093,0.0
323783187609901,8.058883,-3.9983168,4.0438066,0.034208454,-0.04642576,-0.015882496,1620,,0.0062471093,0.0
323783207600632,8.085219,-4.232949,4.0892963,-0.008552114,-0.034208454,-0.008552114,1640,,0.0062471093,0.0
323783227642632,8.066066,-4.1635165,4.0797195,0.013439035,-0.029321533,0.0,1660,,0.0062471093,0.0
323783247627555,8.001422,-4.1419687,4.050989,0.04642576,-0.040317107,0.010995574,1680,,0.0062471093,0.0
323783267660055,8.1402855,-4.261679,4.232949,0.05497787,-0.029321533,0.007330383,1700,,0.0062471093,0.0
323783287645709,8.034941,-4.2880154,4.4963107,0.012217305,0.019547688,0.018325957,1720,,0.0062471093,0.0
323783307687939,7.7907324,-4.3358994,4.709395,-0.061086524,0.095294975,0.04642576,1740,,0.0062471093,0.0
323783327667670,7.7787614,-4.0198646,4.5777135,-0.23335053,0.1441642,0.080634214,1760,,0.0062471093,0.0
323783347743939,8.185776,-4.3622355,5.0900726,-0.5155703,0.23823744,0.12339478,1780,,0.0062471093,0.0
323783367762631,8.334216,-6.203377,5.8681884,-1.047023,0.56321776,0.3213151,1800,,0.0062471093,0.0
323783387827978,8.204929,-6.9647326,6.172252,-2.2088888,0.96761054,0.7318166,1820,,0.0062471093,0.0
323783407849862,7.8505874,-8.094796,6.5122285,-3.5845573,1.3170254,1.2327261,1840,,0.0062471093,0.0
323783427861439,7.1754227,-8.779537,6.5241995,-4.353026,1.505172,1.5528195,1860,,0.0062471093,0.0
323783447875208,6.6870055,-10.187328,5.779603,-4.9541173,1.65911,1.9828686,1880,,0.0062471093,0.0
323783467886131,6.327875,-10.924743,4.642357,-5.163033,1.6175711,2.4544566,1900,,0.0062471093,0.0
323783487896631,5.9064956,-11.540052,3.7325604,-5.154481,1.3585643,2.9480357,1920,,0.023905382,0.0
323783507909285,5.98311,-12.11466,2.7389667,-4.511851,1.0213667,3.2363641,1940,,0.023905382,0.0
323783527926746,5.391742,-14.056358,2.231396,-2.2284365,0.40439278,3.3377676,1960,,0.023905382,0.0
323783547936746,5.058948,-14.300567,0.9624691,0.5729916,-0.18203785,3.4599407,1980,,0.023905382,0.0
323783567944477,5.446809,-13.153744,0.30406362,2.5192082,-0.59742624,3.6688566,2000,,0.023905382,0.0
323783587964823,4.9583917,-12.449849,0.50038815,3.6517525,-0.8454375,3.7201693,2020,,0.023905382,0.0
