timestamp,x,y,z
323781566188023,0.062308256,-0.02443461,0.021991149
323781586210792,0.0,-0.009773844,0.015882496
323781606249369,-0.05009095,0.018325957,0.0036651916
323781626288446,-0.057421334,0.039095376,0.0
323781646333753,-0.06841691,0.047647487,0.007330383
323781666354753,-0.089186326,0.058643065,0.012217305
323781686368407,-0.010995574,0.04153884,0.0
323781706389561,0.036651913,0.012217305,-0.009773844
323781726404022,0.008552114,0.017104227,-0.015882496
323781746416176,-0.014660766,0.02443461,-0.009773844
323781766427022,0.017104227,0.013439035,0.002443461
323781786449368,0.040317107,-0.0036651916,0.004886922
323781806468137,0.04520403,-0.013439035,0.008552114
323781826494599,0.002443461,-0.0036651916,0.004886922
323781846515060,-0.058643065,0.010995574,-0.002443461
323781866532714,-0.07819075,0.030543262,0.0012217305
323781886540522,-0.017104227,0.02443461,0.008552114
323781906553137,0.0061086523,-0.004886922,0.014660766
323781926569406,-0.081855945,0.002443461,-0.015882496
323781946581983,-0.12583824,0.036651913,-0.0012217305
323781966599560,-0.27122417,0.12339478,0.035430185
323781986609367,-0.43982297,0.22724187,0.07941248
323782006619214,-0.46914452,0.32742378,0.10751228
323782026627560,-0.5571091,0.39461896,0.13194689
323782046641867,-0.53878313,0.40194935,0.14172074
323782066658752,-0.5522222,0.5131268,0.15149458
323782086678367,-0.73548174,0.6780604,0.09285152
323782106689944,-0.86254174,0.7244862,0.04642576
323782126701752,-0.8454375,0.68416905,0.008552114
323782146709675,-0.64996064,0.6010914,-0.040317107
323782166718674,-0.26511553,0.4801401,-0.14538592
323782186731944,-0.09773844,0.38973203,-0.2321288
323782206749251,-0.04642576,0.29565877,-0.2724459
323782226769520,-0.008552114,0.21746802,-0.30543262
323782246779174,0.039095376,0.14538592,-0.31764993
323782266782482,0.16493362,0.119729586,-0.32620203
323782286858828,0.29932398,0.096516706,-0.34330627
323782306865943,0.3200934,0.080634214,-0.32742378
323782326876674,0.27122417,0.05009095,-0.24801129
323782346888943,0.12950343,0.07941248,-0.12705997
323782366901366,0.03176499,0.09285152,-0.029321533
323782386922597,0.1001819,0.09407325,0.05497787
323782406915250,0.28955013,0.062308256,0.087964594
323782426928827,0.3371976,0.05131268,0.0842994
323782446943827,0.27977628,0.043982297,0.10140363
323782466968173,0.10262536,0.028099801,0.11484267
323782486992366,-0.009773844,0.04520403,0.10262536
