timestamp,x,y,z
678445234613416,4.211401,1.8674773,8.554482
678445254710608,4.1683054,1.9512744,8.602366
678445274813954,4.189853,2.0278888,8.578424
678445294930723,4.247314,1.9632454,8.528147
678445315032531,4.1826706,1.9440918,8.559271
678445335130338,4.0892963,1.9321208,8.580819
678445355220069,4.1706996,2.0087352,8.564059
678445377332377,4.1611223,2.0398598,8.604761
678445395410300,4.220978,1.9512744,8.585608
678445415495261,4.209007,1.8962077,8.583213
678445435579223,4.232949,1.9177556,8.583213
678445455664261,4.2161894,1.9776106,8.516175
678445475756261,4.235343,2.0207062,8.477868
678445495850492,4.211401,2.0135236,8.552089
678445515950838,4.1132383,2.0231004,8.595184
678445538064876,4.134786,1.9991584,8.628703
678445556152107,4.1180267,1.9991584,8.616732
678445576239799,4.158728,1.934515,8.626308
678445596324261,4.225766,1.9440918,8.540117
678445616406760,4.268862,1.9536686,8.556877
678445636491876,4.235343,1.8722657,8.568848
678445656572837,4.2161894,1.9057846,8.5473
678445676661645,4.237737,1.9393034,8.556877
678445698748991,4.235343,1.9273324,8.580819
678445716822337,4.213795,2.006341,8.597578
678445736903222,4.27365,1.9273324,8.585608
678445756970375,4.2305546,1.8794483,8.542512
678445777048568,4.225766,1.8722657,8.564059
678445797125798,4.2281604,1.8171991,8.655039
678445817211875,4.27365,1.8890251,8.628703
678445837322375,4.225766,1.8076223,8.585608
678445859448490,4.2042184,1.7812861,8.595184
678445877542798,4.197036,2.0111294,8.571242
678445897632375,4.1826706,2.0350714,8.494628
678445917728336,4.189853,1.970428,8.59279
678445937808836,4.2161894,1.9153614,8.628703
678445957876413,4.220978,1.8267759,8.6334915
678445977927682,4.24492,1.7597382,8.619126
678445997971759,4.19943,1.9560628,8.520964
678446020021067,4.2425256,1.8076223,8.540117
678446038050682,4.309563,1.8219875,8.554482
678446058077951,4.27365,1.8195933,8.578424
678446078101874,4.31914,1.7788919,8.540117
678446098124412,4.3047748,1.9081788,8.468291
678446118146874,4.232949,1.9153614,8.528147
678446138168720,4.3358994,1.922544,8.595184
678446158190297,4.2664676,1.8219875,8.652645
678446180219028,4.0940847,1.9871874,8.674192
678446198229835,4.0940847,2.0039468,8.635885
678446218238412,4.197036,1.8698715,8.619126
678446238315643,4.292804,1.8674773,8.6334915
678446258435220,4.261679,1.9009962,8.552089
678446278539681,4.3766007,1.8507179,8.4587145
678446298647104,4.534618,1.6448165,8.439561
678446318752027,4.51307,1.7812861,8.647857
678446340885142,3.9719806,1.721431,8.702923
678446358988681,4.1036615,1.8171991,8.7053175
678446379092642,4.06296,1.745373,8.6574335
678446399197988,4.197036,1.8986019,8.607155
678446419306950,4.27365,1.7645266,8.626308
678446439411142,4.271256,1.7381904,8.631097
678446459506757,4.211401,1.8267759,8.566454
678446479594911,4.285621,1.7717092,8.578424
678446501713949,4.3646297,1.6400281,8.53054
678446519804103,4.2880154,1.6807296,8.556877
678446539895757,4.24492,1.7956513,8.599973
678446559988526,4.2185836,1.8531121,8.595184
678446580074834,4.232949,1.8171991,8.59279
678446600170026,4.2521024,1.8962077,8.566454
678446620266987,4.24492,1.9752164,8.561666
678446640356026,4.2904096,1.8483237,8.63828
678446662465372,4.3382936,1.7310078,8.602366
678446680547064,4.3167458,1.7549498,8.573636
678446700627372,4.3478703,1.7286136,8.607155
678446720717525,4.3526587,1.6950948,8.580819
678446740794872,4.237737,1.7741034,8.63828
678446760874910,4.24492,1.7812861,8.556877
678446780950564,4.2664676,1.757344,8.542512
678446801034102,4.309563,1.8219875,8.564059
678446823145794,4.3023806,1.6280571,8.796297
678446841234294,4.43885,1.376666,8.62152
678446861319333,4.548983,1.6304513,8.444349
678446881402025,4.771644,1.6591818,8.274361
678446901482256,4.9296613,1.6519991,8.257602
678446921560948,4.972757,1.6950948,8.130709
678446941636563,5.142745,1.8171991,8.178593
678446961725448,5.267244,1.6663644,8.195353
678446983833794,5.3366756,1.4101849,8.209718
678447001902255,5.0876784,1.3192052,7.9367785
678447021976524,5.097255,0.60333884,7.517793
678447042044717,5.671864,0.45489833,7.836222
678447062118793,5.7508726,-0.06464344,7.668628
678447082204370,5.741296,-0.37828386,7.5920134
678447102273062,5.8801594,-0.7374141,8.147469
678447122343101,6.030994,-1.2258313,8.37013
678447144431678,6.220136,-1.4628572,7.776367
678447162499947,6.129156,-1.6112977,7.2448545
678447182577062,5.6790466,-2.2984335,7.5968018
678447202658485,5.899313,-2.4492683,7.9391727
678447222743947,6.0884547,-2.552219,7.445967
678447242823831,6.0501475,-2.7246015,6.667852
678447262902639,6.1770406,-3.145981,5.865794
678447282979523,5.2648497,-4.1659107,7.644686
678447305083562,5.556942,-3.9336734,8.046912
678447323156754,5.1690817,-4.402937,7.7787614
678447343241331,5.056554,-4.4580035,7.4986396
678447363336061,4.996699,-4.144363,6.83784
678447383456446,4.486734,-4.4244847,6.9719152
678447403495215,4.10845,-4.8985367,8.078036
678447423625484,3.9360676,-5.21936,8.683769
678447443660753,3.6343982,-5.628768,8.046912
678447465812830,3.2944214,-5.805939,7.299921
678447483874369,3.347094,-5.746084,7.4244194
678447503991869,3.5865142,-6.1507044,7.3909006
678447524042753,3.7684734,-6.3685765,7.0605006
678447544149676,3.6248214,-6.4787097,6.421249
678447564193830,3.751714,-6.7971387,6.3542113
678447584301830,3.6248214,-6.979098,6.5720835
678447604349868,3.4596214,-7.091625,6.540959
678447626476714,3.2561142,-6.9743094,6.3949127
678447644526753,3.0550013,-7.007828,6.081272
678447664622099,2.72939,-6.921637,6.1626754
678447684660483,2.4061728,-6.8785415,6.169858
678447704774868,2.2697031,-7.249643,6.4667387
678447724835945,2.006341,-6.859388,6.3661823
678447744950329,1.9297266,-7.0820484,6.5720835
678447765006791,2.219425,-7.8146744,6.1530986
678447787119444,2.255338,-7.347805,6.31351
678447805200021,1.7501614,-7.2664022,5.7029886
678447825294367,1.7884687,-7.675811,5.932832
678447845392175,1.970428,-8.224083,6.55293
678447865495790,2.1859062,-7.3789296,5.9280434
678447885596906,1.8866309,-7.36217,5.509058
678447905697329,1.7932571,-7.539341,5.068525
678447925763559,2.1452048,-8.14268,5.463568
678447945812021,2.480393,-8.4587145,5.3678
678447965841790,2.789245,-8.755595,5.3342814
678447985876905,2.920926,-8.896853,5.0421886
678448005892213,2.885013,-8.882488,4.8482585
678448025904944,2.8993783,-8.892065,4.6782703
678448045939097,2.9616275,-8.963891,4.7285485
678448065969982,3.0358477,-8.631097,4.673482
678448085994597,2.8299465,-8.1163435,4.6902413
678448106020443,2.7102363,-8.231265,4.819528
678448126049443,2.6791117,-8.157045,4.8267107
678448146071135,2.4396915,-7.8529816,4.6160207
678448166105674,2.3391352,-7.548918,4.6902413
678448186150789,2.6168625,-8.525752,5.183447
678448206204212,2.6384103,-9.018958,5.695806
678448226314827,2.7461493,-9.016563,6.373365
678448246427327,2.8107927,-9.23683,6.3446345
678448266539596,2.920926,-8.774749,5.568913
678448286640904,2.9113493,-8.025364,4.7381253
678448306748981,3.205836,-7.410054,4.158728
678448326851135,3.6248214,-7.1466923,4.249708
678448346950558,3.7349546,-7.3765354,4.5801077
678448367039173,3.6774938,-7.7691846,5.020641
678448387132711,3.70383,-7.9128366,5.171476
678448407226134,3.821146,-7.642292,5.0613422
678448427320442,3.916914,-7.465121,4.9823337
678448447413096,3.8714242,-7.201759,5.0182467
678448467499403,3.7110126,-7.0341644,4.8817773
678448487587634,3.572149,-7.156269,4.9703627
678448507672519,3.442862,-7.345411,4.8937483
678448527753788,3.2273839,-7.053318,4.711789
678448547839634,3.1148565,-6.871359,4.7309427
678448567923595,3.1364043,-7.1849995,4.747702
678448588003134,3.193865,-7.5082164,4.685453
678448608092057,3.0885203,-7.920019,4.661511
678448628178557,3.0693667,-8.48984,4.5872903
678448648271903,3.1507695,-8.724471,4.5681367
678448668353172,3.1890767,-8.468291,4.673482
678448688459479,3.6511576,-8.535329,4.8961425
678448708532979,4.5872903,-8.700529,5.1882353
678448728626210,4.8698063,-8.664616,5.602432
678448748714056,5.3558292,-8.664616,5.7365074
678448768801595,5.5377884,-8.4826565,6.0740895
678448788891594,5.535394,-8.070854,6.588843
678448808990594,5.6790466,-8.377312,7.005434
678448829087671,5.121197,-8.073248,6.8761473
678448849181402,4.7884035,-7.3789296,6.88333
678448869284863,4.793192,-7.0581064,6.540959
678448889372094,4.1299977,-8.013393,6.203377
678448909459440,3.8857894,-8.808268,5.269638
678448929550248,4.1419687,-9.488221,5.614403
678448949647748,4.201824,-8.374918,5.2887917
678448969736094,3.9456444,-7.429208,4.6926355
678448989835440,3.9719806,-7.07726,3.952827
678449009937324,3.787627,-7.627927,3.3973722
678449030029709,3.3183637,-8.475474,3.1411927
678449050119055,2.7126305,-8.640674,2.8562827
678449070212363,2.0566192,-8.935161,2.3678656
678449090303747,1.6160861,-9.14585,1.8938135
678449110378901,1.1300632,-9.167398,2.360683
678449130452016,0.8643068,-8.825027,2.336741
678449150533632,0.78529817,-8.992621,2.3175871
678449170617593,0.85473,-8.944737,2.1045034
678449190694670,0.91219085,-8.664616,1.6448165
678449210770477,0.80924016,-8.173804,1.091756
678449230842477,0.59136784,-7.2711906,0.4141969
678449250925323,0.25139117,-7.85777,-0.16519992
678449270996516,0.0,-9.651027,-0.08379706
678449291080169,0.04309563,-10.757148,0.45250413
678449311150285,0.04309563,-10.43872,0.5434838
678449331223323,-0.19632454,-9.969456,0.1340753
678449351292362,-0.29448682,-9.995792,-0.08140286
678449371364823,-0.3854665,-10.0508585,0.63206923
678449391435746,-0.33997664,-10.242394,1.1779473
678449411497284,-0.40940848,-10.070012,1.5849615
678449431566246,-0.5770026,-10.398018,1.769315
678449451640861,-0.6727707,-10.994174,2.219425
678449471718592,-0.62009823,-11.298238,3.1268275
678449491802015,-0.7541735,-11.760319,3.952827
678449511869399,-0.7038953,-11.3964,4.6351743
678449531939399,-0.45729253,-9.354146,4.685453
678449552015784,-0.10295067,-6.871359,5.142745
678449572087245,0.533907,-4.331111,5.485116
678449592169784,0.7230489,-3.2848446,6.483498
678449612260937,0.89303726,-4.8698063,7.702147
678449632356668,1.3718776,-7.469909,8.805874
678449652439937,1.7549498,-7.953538,8.731653
678449672525514,1.7286136,-5.865794,7.9463553
678449692598745,1.7741034,-4.4963107,7.371747
678449712676399,2.0398598,-4.0797195,7.264008
678449732756014,2.3223755,-5.1379566,7.6973586
678449752834860,2.528277,-5.377377,8.312668
678449772908822,2.5330653,-4.855441,8.135497
678449792983552,2.4492683,-4.2066126,7.884106
678449813051168,2.5785553,-3.9863458,7.836222
678449833122975,2.5881321,-4.3502645,7.9248075
678449853199090,2.6192567,-4.2904096,8.111555
678449873279090,2.6479871,-4.2401314,8.209718
678449893362860,2.7246015,-4.355053,8.288726
678449913440283,2.6024973,-4.522647,8.137892
678449933519821,2.779668,-4.3742065,8.051701
678449953597282,2.7748797,-4.1252093,8.085219
678449973669167,2.7629087,-4.213795,8.300697
678449993748551,2.7365725,-4.1635165,8.252813
678450013827936,2.8419175,-4.3718123,8.219295
678450033909321,2.944868,-4.156334,8.374918
678450053991859,3.1411927,-3.9504328,8.389283
678450074068013,3.3087866,-3.8474822,8.437167
678450094144936,3.2848446,-3.7445314,8.401254
678450114212628,3.4141316,-3.608062,8.394072
678450134282512,3.4811692,-3.5482068,8.487445
678450154353897,3.6774938,-3.442862,8.628703
678450174425743,3.7732618,-3.526659,8.7292595
678450194488089,3.7493198,-3.430891,8.738836
678450214552051,3.739743,-3.2800562,8.748413
678450234621512,3.809175,-3.052607,8.860941
678450254687474,3.904943,-3.1483753,8.978256
678450274754358,3.9863458,-2.9975405,8.7532015
678450294816281,4.0078936,-2.7365725,8.614338
678450314877435,2.7700913,2.0087352,14.477737
678450334943012,4.1299977,-7.309498,7.6949644
678450355018589,3.8283286,-2.6288335,9.205706
678450375112242,3.3854012,-3.7421372,8.619126
678450395226627,4.012682,-3.0885203,8.865729
678450415251358,2.4277205,0.17238252,8.14268
678450435353704,4.7860093,-1.6591818,8.559271
678450455364665,3.6774938,-1.508347,9.337387
678450475442780,2.717419,-2.1068976,9.442732
678450495473780,2.6910827,-0.5267244,9.172187
678450515556434,3.1771057,0.17956513,9.229648
678450535583972,3.4979286,1.1851299,9.651027
678450555673434,3.052607,1.127669,9.598354
678450575725934,2.3008277,1.6879122,9.358934
678450595851972,2.837129,1.7166426,9.169792
678450615886357,2.6862943,2.006341,9.088389
678450636576087,2.870648,2.743755,9.40203
678450657458164,2.2290018,3.3327289,9.23683
678450676112241,2.0326772,3.193865,8.9519205
678450696142856,2.1906946,3.323152,8.664616
678450716797395,2.1452048,3.0142999,8.444349
678450737869087,1.9847932,2.8419175,8.504205
678450756467549,1.9776106,3.2728736,8.585608
678450776539433,2.372654,3.2680852,9.14585
678450796633318,2.0231004,3.2202013,8.580819
678450816716779,2.0829554,2.681506,8.449138
678450836803125,2.0973208,3.064578,8.578424
678450856893356,1.9776106,3.5817258,9.232041
678450877535125,2.3319526,2.408567,9.701305
678450899383740,1.970428,2.1930888,9.440337
678450917167048,1.388637,2.5953147,9.062054
678450937252356,1.3790601,2.8107927,8.853758
678450957322740,1.436521,3.1986535,9.006987
