timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,event,prediction_float,prediction_binary
757189175810386,0.24181437,-1.6783354,9.952697,-0.25167647,0.13805555,0.19425514,,0.06402918,0.0
757189195900348,-0.095768064,-1.5059528,9.80665,-0.3481932,0.18448131,0.12950343,,0.06402918,0.0
757189217008578,-0.1436521,-2.0949266,9.816227,-0.5290093,0.25534168,0.065973446,,0.06402918,0.0
757189237113117,-0.4189853,-2.7844565,9.830592,-0.50579643,0.3115413,0.004886922,,0.06402918,0.0
757189256205578,-0.6368576,-2.7820623,9.871294,-0.31398472,0.26633725,-0.05375614,,0.06402918,0.0
757189276298540,-0.79487497,-2.4588451,10.093954,-0.20525073,0.21013765,-0.1001819,,0.06402918,0.0
757189296391963,-0.6727707,-2.5498247,9.962274,-0.22968534,0.14294247,-0.16249016,,0.06402918,0.0
757189316481270,-0.5650316,-2.5019407,9.849746,-0.25900686,0.12705997,-0.19792034,,0.06402918,0.0
757189336578655,-0.50996494,-2.468422,9.931149,-0.25534168,0.13805555,-0.21624629,,0.06402918,0.0
757189356672655,-0.48602295,-2.4229321,9.85214,-0.22724187,0.1685988,-0.1881465,,0.06402918,0.0
757189377763847,-0.5746084,-2.255338,9.768343,-0.20158553,0.21135938,-0.15882497,,0.06402918,0.0
757189398877001,-0.78529817,-2.2697031,9.7084875,-0.15149458,0.27366763,-0.11362094,,0.06402918,0.0
757189416942731,-0.92895025,-2.3080103,9.56723,-0.039095376,0.25900686,-0.105068825,,0.06402918,0.0
757189437022962,-1.0534488,-1.922544,9.459491,0.07941248,0.21991149,-0.12095132,,0.06402918,0.0
757189457098347,-1.1731589,-1.8938135,9.619903,0.16126843,0.12461651,-0.17837265,,0.06402918,0.0
757189477192154,-1.0582372,-1.9129672,9.643845,0.17470746,0.05009095,-0.24678956,,0.06402918,0.0
757189497296193,-0.80205756,-1.7621324,9.811439,0.103847094,-0.042760566,-0.3567453,,0.06402918,0.0
757189517331808,-0.5363012,-2.3319526,10.400413,0.02687807,-0.06719518,-0.39950588,,0.06402918,0.0
757189538458693,-0.16759412,-2.4899697,10.608707,0.036651913,-0.07574729,-0.4288274,,0.06402918,0.0
757189558489923,-0.055066638,-2.1404164,10.2495775,0.062308256,-0.036651913,-0.41538838,,0.06402918,0.0
757189577580885,-0.033518825,-1.8770541,9.919178,0.03176499,0.037873644,-0.37995818,,0.06402918,0.0
757189597616423,-0.1412579,-1.8674773,9.911995,-0.0012217305,0.1563815,-0.29810223,,0.06402918,0.0
757189617710423,-0.33758244,-1.7118542,9.615114,0.065973446,0.17959438,-0.2406809,,0.06402918,0.0
757189637744961,-0.3878607,-1.436521,9.227253,0.15393804,0.16982053,-0.18325958,,0.06402918,0.0
757189657833192,-0.44771573,-1.5993267,9.074024,0.2919936,0.1001819,-0.119729586,,0.06402918,0.0
757189677873346,-0.39504328,-1.6184803,9.01417,0.3885103,0.029321533,-0.0842994,,0.06402918,0.0
757189698981692,-0.36391866,-1.7381904,8.813056,0.42149702,-0.05131268,-0.04642576,,0.06402918,0.0
757189720033846,-0.31124622,-1.7836803,8.8777,0.33964106,-0.07452556,-0.043982297,,0.06402918,0.0
757189738117038,-0.25139117,-2.1667526,9.193734,0.25289822,-0.09773844,-0.047647487,,0.06402918,0.0
757189758152922,-0.21308395,-2.3678656,9.337387,0.21868975,-0.14294247,-0.059864793,,0.06402918,0.0
757189778243192,-0.1436521,-2.2002714,9.440337,0.22602014,-0.15393804,-0.07574729,,0.06402918,0.0
757189798287538,-0.074220255,-2.0757728,9.368511,0.20525073,-0.13072516,-0.07574729,,0.06402918,0.0
757189818385422,-0.074220255,-1.8435353,9.232041,0.07696902,-0.037873644,-0.064751714,,0.06402918,0.0
757189838438961,-0.20350714,-1.6831238,9.239224,-0.037873644,0.035430185,-0.04886922,,0.06402918,0.0
757189859545691,-0.36152446,-1.8770541,9.3733,-0.09773844,0.09407325,-0.028099801,,0.06402918,0.0
757189879585653,-0.51475334,-1.8291701,9.411607,-0.034208454,0.080634214,-0.02321288,,0.06402918,0.0
757189898646383,-0.5243302,-1.6089035,9.483433,0.061086524,0.035430185,-0.012217305,,0.06402918,0.0
757189918708499,-0.4357447,-1.3718776,9.476251,0.13072516,-0.021991149,-0.0012217305,,0.06402918,0.0
757189938783422,-0.36152446,-1.1324574,9.524135,0.1160644,-0.036651913,0.0,,0.06402918,0.0
757189958854306,-0.30166942,-1.1755531,9.713276,0.09040806,-0.039095376,0.002443461,,0.06402918,0.0
757189978916460,-0.29209262,-1.2018893,9.854534,0.06352998,-0.040317107,0.012217305,,0.06402918,0.0
757189998965075,-0.29209262,-1.1875241,9.873688,0.036651913,-0.039095376,0.010995574,,0.06402918,0.0
757190020011652,-0.31603462,-1.2018893,9.947908,0.019547688,-0.02687807,0.013439035,,0.06402918,0.0
757190041053075,-0.260968,-1.2976574,9.967062,0.02443461,-0.02076942,0.02443461,,0.06402918,0.0
757190059081652,-0.37828386,-1.1755531,9.938332,0.04153884,-0.012217305,0.035430185,,0.06402918,0.0
757190079098537,-0.3854665,-1.1779473,9.900024,0.037873644,0.009773844,0.052534413,,0.11009807,0.0
757190099113383,-0.51235914,-1.2258313,9.909601,0.021991149,0.018325957,0.056199603,,0.11009807,0.0
757190119206690,-0.5506664,-1.3982137,9.830592,0.034208454,-0.0012217305,0.059864793,,0.11009807,0.0
757190139271613,-0.533907,-1.4030021,9.651027,0.08552113,-0.02443461,0.073303826,,0.11009807,0.0
757190159396113,-0.5434838,-1.5394717,9.586384,0.096516706,-0.035430185,0.09407325,,0.11009807,0.0
757190180406959,-0.47165772,-1.6232687,9.569624,0.07696902,-0.028099801,0.12461651,,0.11009807,0.0
757190200534690,-0.50278234,-1.6543933,9.706094,0.065973446,-0.02687807,0.14538592,,0.11009807,0.0
757190219545921,-0.49081135,-1.6112977,9.617508,0.07819075,-0.035430185,0.16982053,,0.11009807,0.0
757190239617998,-0.3854665,-1.4676456,9.488221,0.10262536,-0.058643065,0.19303341,,0.11009807,0.0
757190259724074,-0.33039984,-1.3239936,9.454702,0.09040806,-0.059864793,0.20525073,,0.11009807,0.0
757190279831920,-0.36152446,-1.3263878,9.694122,0.04520403,-0.04153884,0.20891592,,0.11009807,0.0
757190299938497,-0.40701428,-1.400608,9.672575,0.07574729,-0.039095376,0.2003638,,0.11009807,0.0
757190320049190,-0.29688102,-1.1899183,9.682152,0.13561209,-0.047647487,0.18570304,,0.11009807,0.0
757190341167536,-0.25139117,-1.0606314,9.7324295,0.13439035,-0.056199603,0.1600467,,0.11009807,0.0
757190362292036,-0.18674773,-1.1659763,9.880871,0.10629055,-0.042760566,0.14660765,,0.11009807,0.0
757190380386574,-0.2873042,-1.0989386,9.842564,0.118507855,-0.02687807,0.13805555,,0.11009807,0.0
757190400493958,-0.25139117,-0.9840169,9.830592,0.13439035,-0.015882496,0.14172074,,0.11009807,0.0
757190420595612,-0.29927522,-0.81402856,9.720459,0.14538592,-0.019547688,0.15027285,,0.11009807,0.0
757190440700035,-0.30885202,-0.7493851,9.734824,0.12950343,-0.015882496,0.15882497,,0.11009807,0.0
757190460801612,-0.36870706,-0.7589619,9.7084875,0.13439035,-0.018325957,0.16982053,,0.11009807,0.0
757190480907035,-0.39025488,-0.6679823,9.689334,0.12950343,-0.02565634,0.172264,,0.11009807,0.0
757190502017150,-0.33997664,-0.7374141,9.572019,0.15393804,-0.036651913,0.17592919,,0.11009807,0.0
757190522119727,-0.34955344,-0.50038815,9.572019,0.16249016,-0.043982297,0.17715092,,0.11009807,0.0
757190541209958,-0.2705448,-0.50278234,9.55047,0.081855945,-0.02076942,0.17959438,,0.11009807,0.0
757190561301073,-0.23702596,-0.5482722,9.536105,0.07819075,-0.012217305,0.17470746,,0.11009807,0.0
757190581394881,-0.2753332,-0.40222588,9.409213,0.09285152,-0.004886922,0.15760323,,0.11009807,0.0
757190601488419,-0.260968,-0.41180268,9.481039,0.043982297,0.007330383,0.111177474,,0.11009807,0.0
757190621582650,-0.20590134,-0.6584055,9.622296,0.04153884,-0.002443461,0.0720821,,0.11009807,0.0
757190641672842,-0.19871874,-0.60573304,9.593566,0.09285152,-0.040317107,0.014660766,,0.11009807,0.0
757190662763150,-0.21308395,-0.34237084,9.526528,0.05131268,-0.059864793,-0.02443461,,0.11009807,0.0
757190683869573,-0.12449849,-0.36631286,9.610326,-0.10140363,-0.06719518,-0.08552113,,0.11009807,0.0
757190701954919,-0.15083471,-0.7685388,9.617508,-0.13561209,-0.080634214,-0.118507855,,0.11009807,0.0
757190722037534,-0.023942016,-0.7685388,9.785102,-0.09040806,-0.10751228,-0.1441642,,0.11009807,0.0
757190742130457,-0.04070143,-0.5674258,9.67018,-0.07574729,-0.112399206,-0.16126843,,0.11009807,0.0
757190762211226,-0.021547815,-0.533907,9.555259,-0.1563815,-0.07819075,-0.17348573,,0.11009807,0.0
757190782294842,-0.04070143,-0.6560113,9.600749,-0.21991149,-0.04642576,-0.17592919,,0.11009807,0.0
757190802378188,-0.20590134,-0.7469909,9.586384,-0.22724187,-0.02443461,-0.16493362,,0.11009807,0.0
757190823471572,-0.25139117,-0.7230489,9.52174,-0.20280726,-0.02321288,-0.15760323,,0.11009807,0.0
757190843562457,-0.22266077,-0.61770403,9.416395,-0.2602286,-0.0061086523,-0.16249016,,0.11009807,0.0
757190862645072,-0.2873042,-0.8738836,9.504981,-0.30176744,-0.0036651916,-0.16493362,,0.11009807,0.0
757190882721187,-0.30406362,-0.94331545,9.382876,-0.2883284,-0.0012217305,-0.16126843,,0.11009807,0.0
757190902799149,-0.40701428,-0.9792285,9.3182335,-0.22113322,0.0012217305,-0.14905111,,0.11009807,0.0
757190922876764,-0.4285621,-0.6344634,9.392453,-0.27000242,0.02443461,-0.14782938,,0.11009807,0.0
757190942956418,-0.47405192,-0.93134445,9.378088,-0.35430184,0.057421334,-0.15149458,,0.11009807,0.0
757190963026110,-0.5722142,-0.9744401,9.390059,-0.453262,0.09896017,-0.16615535,,0.11009807,0.0
757190984112649,-0.6512229,-1.0845734,9.466674,-0.4813618,0.10873401,-0.16249016,,0.11009807,0.0
757191005210687,-0.545878,-1.0941502,9.555259,-0.5155703,0.12339478,-0.16371189,,0.11009807,0.0
757191023285802,-0.62009823,-1.2569559,9.387665,-0.50823987,0.15149458,-0.15149458,,0.11009807,0.0
