timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,event,prediction_float,prediction_binary
591649351543695,0.8834604,-1.7836803,9.488221,-0.019547688,0.0842994,-0.0720821,,0.22443525,0.0
591649371652618,0.9959879,-1.8986019,9.380483,-0.064751714,0.07574729,-0.080634214,,0.22443525,0.0
591649391724580,1.0103531,-2.1140802,9.232041,-0.029321533,0.059864793,-0.06719518,,0.22443525,0.0
591649413884080,0.9983821,-1.9752164,9.502586,0.04886922,0.05009095,-0.059864793,,0.011682158,0.0
591649431993426,1.0247183,-1.7645266,9.3661175,0.043982297,0.036651913,-0.07696902,,0.011682158,0.0
591649452091772,1.1061212,-1.9560628,9.380483,0.018325957,0.017104227,-0.06352998,,0.011682158,0.0
591649472179925,1.103727,-1.9608512,9.378088,-0.002443461,-0.013439035,-0.062308256,,0.011682158,0.0
591649492266272,1.0941502,-2.066196,9.351752,-0.02687807,-0.028099801,-0.061086524,,0.011682158,0.0
591649512346618,1.0989386,-2.2290018,9.528923,-0.015882496,-0.04520403,-0.06352998,,0.011682158,0.0
591649532436156,1.079785,-2.2864625,9.610326,-0.009773844,-0.065973446,-0.047647487,,0.011682158,0.0
591649552510041,1.1468226,-2.1452048,9.562442,0.019547688,-0.059864793,-0.040317107,,0.011682158,0.0
591649574603156,1.1492168,-2.135628,9.607931,0.0061086523,-0.06719518,-0.034208454,,0.011682158,0.0
591649592676233,1.151611,-2.1021092,9.713276,-0.009773844,-0.064751714,-0.035430185,,0.011682158,0.0
591649612758386,1.1133038,-2.1619642,9.698911,-0.018325957,-0.05497787,-0.034208454,,0.011682158,0.0
591649632840271,1.1492168,-2.111686,9.888053,-0.02687807,-0.03176499,-0.021991149,,0.011682158,0.0
591649652916848,1.0223241,-2.1212628,9.742006,-0.035430185,-0.02076942,-0.010995574,,0.011682158,0.0
591649672975732,1.0941502,-1.99437,9.710882,-0.032986723,-0.009773844,-0.013439035,,0.011682158,0.0
591649693034232,1.067814,-1.9536686,9.677363,-0.056199603,0.017104227,-0.02443461,,0.011682158,0.0
591649713099963,1.1444284,-1.9057846,9.703699,-0.06841691,0.029321533,-0.028099801,,0.011682158,0.0
591649735187694,1.0127473,-2.0470424,9.509769,-0.07086037,0.06352998,-0.02687807,,0.011682158,0.0
591649753246347,1.0821792,-2.1643584,9.524135,-0.04153884,0.06352998,-0.036651913,,0.011682158,0.0
591649773304963,0.9576807,-2.0087352,9.471462,-0.030543262,0.06719518,-0.019547688,,0.011682158,0.0
591649793370963,0.9959879,-1.946486,9.387665,-0.040317107,0.047647487,-0.008552114,,0.011682158,0.0
591649813431309,0.93613285,-2.066196,9.433155,-0.061086524,0.03176499,0.002443461,,0.011682158,0.0
591649833497270,0.9744401,-2.1499932,9.437943,-0.061086524,0.014660766,0.02321288,,0.011682158,0.0
591649853550886,0.93134445,-2.0374656,9.502586,-0.017104227,-0.015882496,0.057421334,,0.011682158,0.0
591649873613155,0.93852705,-1.9536686,9.358934,-0.019547688,-0.02565634,0.0720821,,0.011682158,0.0
591649895697001,0.91937345,-1.9919758,9.41879,-0.061086524,-0.042760566,0.080634214,,0.011682158,0.0
591649913749462,0.8643068,-2.0829554,9.421184,-0.087964594,-0.043982297,0.080634214,,0.011682158,0.0
591649933804462,0.8379706,-2.2385786,9.370906,-0.064751714,-0.04520403,0.09407325,,0.011682158,0.0
591649953859847,0.8714894,-2.1547816,9.370906,-0.040317107,-0.047647487,0.10140363,,0.011682158,0.0
591649973915731,0.89303726,-2.2242134,9.435549,-0.04886922,-0.035430185,0.112399206,,0.011682158,0.0
591649993967577,0.90261406,-2.0709844,9.459491,-0.004886922,-0.019547688,0.09407325,,0.011682158,0.0
591650014028923,0.9959879,-2.1045034,9.52174,-0.040317107,-0.007330383,0.07819075,,0.011682158,0.0
